,gold,characters,hypothesis,value
58546,Помоги Не Касаясь,ПомогиНеКасаясь,Помоги Не Касаясь,68.07908630371094
51772,Оренбургское ПКУ,ОренбургскоеПКУ,Оренбургское ПКУ,68.08895874023438
9265,Висло Одерская Операция,ВислоОдерскаяОперация,Висло Одерская Операция,68.13397216796875
113987,международный женский день,международныйженскийдень,между народный женский день,68.23133850097656
54205,Парашютная Подготовка,ПарашютнаяПодготовка,Парашютная Подготовка,68.4373779296875
119900,научная рота мчс,научнаяротамчс,научная ротам ч с,68.51739501953125
74164,Спасение Утопающего,СпасениеУтопающего,Спасение Утопающего,68.67078399658203
67657,Русско Турецкая Война,РусскоТурецкаяВойна,Русско Турецкая Война,68.76933288574219
21323,День Защитника Отечества,ДеньЗащитникаОтечества,День Защитника Отечества,68.99078369140625
16820,Вызов Спасика Принят,ВызовСпасикаПринят,Вызов Спасика Принят,69.07406616210938
44227,Международный Женский День,МеждународныйЖенскийДень,Между народный Женский День,69.12309265136719
73007,Созвездие Мужества,СозвездиеМужества,Созвездие Мужества,69.1265869140625
161640,Боевое содружество 2017,Боевоесодружество2017,Боевое со дружество 2017,69.42640686035156
63256,Почтовый Привет Из Петербурга,ПочтовыйПриветИзПетербурга,Почтовый Привет Из Петербурга,69.45191955566406
45724,Мое Почтовое Хобби,МоеПочтовоеХобби,Мое Почтовое Хобби,69.64234924316406
99835,дядя степа полицейский,дядястепаполицейский,дядя степа полицейский,69.76347351074219
168280,Россоюзспас 10,Россоюзспас10,Россоюз с пас10,70.23111724853516
81287,Чернобыльская Трагедия,ЧернобыльскаяТрагедия,Черно быльская Трагедия,70.51705932617188
164236,Кубок конфедераций 2017,Кубокконфедераций2017,Кубок конфедераций 2017,70.55618286132812
172170,лучший почтальон 2014,лучшийпочтальон2014,лучший почтальон 2014,70.64347839355469
101443,зарядка со стражем порядка,зарядкасостражемпорядка,зарядка состражем порядка,70.67667388916016
66030,Режиссер Моё Призвание,РежиссерМоёПризвание,Режиссер Моё Призвание,70.68804931640625
82370,Чрезвычайный Блогер,ЧрезвычайныйБлогер,Чрез вычайный Блогер,70.79339599609375
10410,Военная Академия РВСН,ВоеннаяАкадемияРВСН,Военная Академия РВСН,70.9116439819336
166740,Наши В Космосе 55 лет,НашиВКосмосе55лет,Наши В Космосе 55 лет,70.9343490600586
35320,Комплекс Городского Хозяйства,КомплексГородскогоХозяйства,Комплекс Городского Хозяйства,71.56841278076172
146116,снеговики на флаконе,снеговикинафлаконе,снеговики на флаконе,71.90635681152344
1781,Алиса в стране чудес,Алисавстранечудес,Алиса в стране чудес,72.02793884277344
122533,обязательно к прослушиванию,обязательнокпрослушиванию,обязательно к прослушиванию,72.06663513183594
57767,Полицейский Дед Мороз,ПолицейскийДедМороз,Полицейский Дед Мороз,72.22921752929688
8543,Ветераны Пожарной Охраны,ВетераныПожарнойОхраны,Ветераны Пожарной Охраны,72.48037719726562
80231,Центральный Военный Оркестр,ЦентральныйВоенныйОркестр,Центральный Военный Оркестр,72.79035949707031
126683,памятник почтальону,памятникпочтальону,памятник почтальону,72.99759674072266
1381,Алиса в Стране Чудес,АлисавСтранеЧудес,Алисав Стране Чудес,73.06145477294922
102712,знаменитый почтальон,знаменитыйпочтальон,знаменитый почтальон,73.53732299804688
165073,Лучший Посткроссер 2016,ЛучшийПосткроссер2016,Лучший Пост кроссер 2016,73.64618682861328
3411,БЕЗОПАСНОСТЬ ЭТО,БЕЗОПАСНОСТЬЭТО,БЕЗОПАСНОСТЬЭТО,74.3775634765625
75105,Столичные Огнеборцы,СтоличныеОгнеборцы,Столичные Огнеборцы,74.45025634765625
58078,Полицейский дед Мороз,ПолицейскийдедМороз,Полицейский дед Мороз,74.56715393066406
155193,четвероногие спасатели,четвероногиеспасатели,четвероногие с пасатели,74.59466552734375
43409,Международное Сотрудничество,МеждународноеСотрудничество,Между народное Сотруд ничество,74.71139526367188
77690,Тихоокеанский Флот,ТихоокеанскийФлот,Тихо океанский Флот,74.75287628173828
119031,на работу на велосипеде,наработунавелосипеде,на работу на вело сипеде,74.95082092285156
115830,москворечье сабурово,москворечьесабурово,москво речье сабурово,75.11231231689453
56555,Поисково Спасательные Операции,ПоисковоСпасательныеОперации,Поисково Спасательные Операции,75.11343383789062
168784,Снайперский Рубеж 2018,СнайперскийРубеж2018,Снайперский Рубеж 2018,75.1781234741211
102404,знаменитые почтальоны,знаменитыепочтальоны,знаменитые почтальоны,75.19091796875
139391,проспект вернадского,проспектвернадского,проспект вернадского,75.51856994628906
71773,Снайперский Биатлон,СнайперскийБиатлон,Снайперский Биатлон,75.52489471435547
19834,Двусторонние Встречи,ДвусторонниеВстречи,Дву сторонние Встречи,75.72422790527344
18,Ёлка В Зазеркалье,ЁлкаВЗазеркалье,Ёлка В Зазеркалье,75.77777862548828
171229,важно _ знать _ Почта России,важно_знать_ПочтаРоссии,важно_знать_Почта России,75.78755187988281
141142,розыгрыш Почты России,розыгрышПочтыРоссии,роз ыгрыш Почты России,76.13031005859375
169136,Созвездие Мужества 2017,СозвездиеМужества2017,Созвездие Мужества 2017,76.15789794921875
40232,Магомед Нурбагандов,МагомедНурбагандов,Магомед Нурбагандов,76.46221923828125
138707,прогулка с почтальоном,прогулкаспочтальоном,прогулка с почт альоном,76.49266052246094
167894,Почта России _ ДМСЕ 2017,ПочтаРоссии_ДМСЕ2017,Почта России_ДМСЕ 2017,76.651611328125
173656,цифра дня _ Почта России,цифрадня_ПочтаРоссии,цифра дня_Почта России,76.71788787841797
57300,Покорители стихий МЧС,ПокорителистихийМЧС,Покорители стихий МЧС,76.76539611816406
158175,19 января _ день _ спасателя,19января_день_спасателя,19 января_день_спасателя,76.92970275878906
131890,полицейский Дед Мороз,полицейскийДедМороз,полицейский Дед Мороз,76.9476318359375
29643,Зарядка Со Стражем Порядка,ЗарядкаСоСтражемПорядка,Зарядка Со Стражем Порядка,77.2319564819336
41199,Маленькая спасенная жизнь,Маленькаяспасеннаяжизнь,Маленькая с пасенная жизнь,77.38465881347656
45225,Мир Любимых Мультфильмов,МирЛюбимыхМультфильмов,Мир Любимых Мульт фильмов,77.56035614013672
46986,Мотострелковые Войска,МотострелковыеВойска,Мото стрелковые Войска,77.861083984375
170887,байкал мотор шоу 2016,байкалмоторшоу2016,байк алмоторшоу 2016,78.27359008789062
130659,покорители стихий МЧС,покорителистихийМЧС,покорители стихий МЧС,79.98163604736328
166281,Морское Взаимодействие 2017,МорскоеВзаимодействие2017,Морское Взаимо действие 2017,80.23504638671875
125488,открытка Ко Дню Матери,открыткаКоДнюМатери,открытка КоДню Матери,80.44343566894531
83305,Это Фиаско Братан,ЭтоФиаскоБратан,Это Фиаско Братан,81.02421569824219
11679,Военно Патриотическое Воспитание,ВоенноПатриотическоеВоспитание,Военно Патриотическое Воспитание,81.44497680664062
16677,Всероссийский День Посадки Леса,ВсероссийскийДеньПосадкиЛеса,Все российский День Посадки Леса,81.77919006347656
40522,Маленькая Спасенная Жизнь,МаленькаяСпасеннаяЖизнь,Маленькая Спасенная Жизнь,82.71470642089844
42000,Мастера Артиллерийского Огня,МастераАртиллерийскогоОгня,Мастера Артиллерийского Огня,82.93287658691406
25951,Департамент ГОЧСиПБ,ДепартаментГОЧСиПБ,Департамент ГОЧСи ПБ,83.91694641113281
165769,Маленькая _ спасенная _ жизнь,Маленькая_спасенная_жизнь,Маленькая _ спасенная _ жизнь,94.33293914794922
59178,Посткроссеры Выбирают Спорт,ПосткроссерыВыбираютСпорт,По ст кроссеры Выбирают Спорт,98.63664245605469
172477,место _ встречи _ изменить _ нельзя,место_встречи_изменить_нельзя,место_встречи_изменить_нельзя,99.77678680419922
